capture_id,subject_id,session_id,label,class_id,calibration_id,lateral_side,subset,qc_3d_status,core_reproj_error,status_3d,nose_x,nose_y,nose_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,shoulder_roll_deg,hip_roll_deg,torso_lateral_lean_deg,torso_sagittal_lean_deg,torso_3d_inclination_deg,head_torso_angle_3d_deg,head_depth_offset_norm,head_lateral_offset_norm,shoulder_depth_asymmetry_norm,hip_depth_asymmetry_norm
CAP000012,S001,SE01,upright,0,CAL_001,left,pilot,INCLUDE_3D_FULL,38.84,USABLE,0.4991633865994985,-0.8664475904696425,-0.0102218612723129,0.4419396532894798,-0.5440595279379088,0.1744137556932647,0.1973999577982405,-0.6148384349907313,-0.0057339823776533,0.0701024298553849,0.027663971006234,0.0559568615685097,-0.0701024298553849,-0.0276639710062341,-0.0559568615685095,-163.85758518724782,-158.4647101952061,28.884596838274263,8.281353875221912,29.707211549104983,23.08087069279725,-0.0945617479301186,0.1794935810556384,-0.180147738070918,-0.1119137231370192
CAP000013,S001,SE01,upright,0,CAL_001,left,pilot,INCLUDE_3D_FULL,38.31,USABLE,0.496334475347543,-0.8681003232747433,-0.0073428408511566,0.4482599799458018,-0.5492470705747766,0.1830383215067058,0.1981251927387394,-0.6179082720028324,-0.0006974721983526,0.0718231936366021,0.0258045522625784,0.052770467971352,-0.0718231936366021,-0.0258045522625785,-0.0527704679713521,-164.6505557786133,-160.2377118718573,28.97823037638332,8.879357012318387,29.917239783478777,24.369992798817623,-0.0985132655053332,0.1731418890052724,-0.1837357937050584,-0.1055409359427042
CAP000014,S001,SE01,upright,0,CAL_001,left,pilot,INCLUDE_3D_FULL,39.53,USABLE,0.4920955346334616,-0.8704111787215016,-0.0150454229071052,0.4513136327909317,-0.5531528331966347,0.1857458558965493,0.1961619281096852,-0.6174890966348207,-0.0056901684383017,0.0721390040689597,0.0254724279334038,0.0555832458054924,-0.0721390040689597,-0.0254724279334038,-0.0555832458054924,-165.84792605611634,-160.5517708288602,28.94673811405884,8.744102930942182,29.859382257057568,25.32314264246164,-0.1050732666362291,0.1683577541831531,-0.1914360243348511,-0.1111664916109849
CAP000015,S001,SE01,upright,0,CAL_001,left,pilot,INCLUDE_3D_FULL,40.53,USABLE,0.4969951683688106,-0.8677323408732703,-0.0060321820804844,0.4538850231039059,-0.5460125622828284,0.1957289347664831,0.1992490810614064,-0.6106086888272111,0.0083690736078931,0.0718669498411168,0.0263103690468331,0.0522031184927228,-0.0718669498411168,-0.0263103690468331,-0.0522031184927226,-165.7654663132943,-159.8924069128952,29.45304472537137,10.007421362224049,30.60942595941845,26.592996941167545,-0.1080811862676726,0.1704281162861545,-0.18735986115859,-0.1044062369854455
CAP000016,S001,SE01,leaning_forward,1,CAL_001,left,pilot,INCLUDE_3D_FULL,17.57,USABLE,0.5893683992580268,-0.7935546322293496,-0.1513801031290862,0.5344117454244328,-0.5424354202035028,0.0876334091591691,0.2623842237229931,-0.5997968826603973,-0.1186816789687412,0.0708533095266427,0.0266787278375573,0.0600795189999078,-0.0708533095266427,-0.0266787278375573,-0.0600795189999076,-168.0926851682749,-159.3669040634908,34.898774433839506,-1.5570360593079624,34.91917277037288,24.23091342024283,-0.1358559682243002,0.1909704146843137,-0.2063150881279103,-0.1201590379998154
CAP000017,S001,SE01,leaning_forward,1,CAL_001,left,pilot,INCLUDE_3D_FULL,18.64,USABLE,0.6125896677349374,-0.7819283155062373,-0.1154210049946604,0.5514639732720984,-0.4720504215810531,0.1347178761379451,0.2887588565686002,-0.6112327615384213,-0.0950869655466823,0.0623717257365554,0.0492867635976913,0.0581850713017743,-0.0623717257365554,-0.0492867635976914,-0.0581850713017743,-152.08515810013546,-141.68385546243618,37.79809325335,2.0951785642993928,37.8289285810307,25.38486947112364,-0.1352364602902919,0.192478252814588,-0.2298048416846275,-0.1163701426035486
CAP000018,S001,SE01,leaning_forward,1,CAL_001,left,pilot,INCLUDE_3D_FULL,23.43,USABLE,0.5665651439424052,-0.8170995729584617,-0.1065468232310145,0.5118540035001391,-0.4822832769864758,0.1491596199254634,0.2552731689464866,-0.5869513605869646,-0.0669603952050454,0.0627194117482117,0.0412015035175692,0.0507147964360944,-0.0627194117482117,-0.0412015035175692,-0.0507147964360944,-157.80777524610784,-146.69837236622502,35.65771751881767,4.396063468391988,35.81276439353552,27.38837691522785,-0.1476464355912235,0.1830015577190923,-0.2161200151305089,-0.1014295928721889
CAP000019,S001,SE01,leaning_forward,1,CAL_001,left,pilot,INCLUDE_3D_FULL,20.1,USABLE,0.5880770079458131,-0.7995913963571147,-0.1217334448587542,0.5346041340407273,-0.4859603592102659,0.127155087455147,0.2666431930705804,-0.6002545114180052,-0.0996550080427241,0.0647074754545215,0.0449372465941624,0.0584375203720865,-0.0647074754545215,-0.0449372465941623,-0.0584375203720865,-156.90015827124964,-145.2212727323023,36.41437250054435,1.4502673586493002,36.43048551226013,24.26538106522883,-0.1354834845649656,0.1874533443901592,-0.2268100954978712,-0.116875040744173
CAP000020,S001,SE01,leaning_forward,1,CAL_001,left,pilot,INCLUDE_3D_FULL,24.28,USABLE,0.5663563431998513,-0.8164990473582822,-0.1121151112933033,0.5218596905855165,-0.4909059578151554,0.1440807085113214,0.2607052516080313,-0.5949841014868208,-0.0750183968156114,0.0638354449615903,0.0429592489742329,0.0508119139283153,-0.0638354449615903,-0.0429592489742329,-0.0508119139283155,-158.27118468952972,-146.06068522511853,35.779041511569226,3.639094614264731,35.88452573307518,27.426614983151765,-0.1466462671411583,0.1750738721030773,-0.2190991053269328,-0.1016238278566308
CAP000021,S001,SE01,leaning_backward,2,CAL_001,left,pilot,INCLUDE_3D_FULL,36.0,USABLE,0.4599000383406409,-0.8867151556264073,0.047203681177567,0.4315977057845802,-0.565963354704928,0.2339525668787685,0.1505289248128193,-0.6343792811916105,0.0220291431428184,0.081836610560446,0.0270194510846046,0.0666687439457621,-0.081836610560446,-0.0270194510846047,-0.0666687439457623,-166.31948494487696,-161.7286693298927,25.871856958668847,12.038402863004857,27.913951862679568,24.942689175888784,-0.0807871738332264,0.1688367230419411,-0.21192342373595,-0.1333374878915244
CAP000022,S001,SE01,leaning_backward,2,CAL_001,left,pilot,INCLUDE_3D_FULL,41.16,USABLE,0.4712446900314334,-0.8792841587619906,0.0691940045625126,0.4269818182091439,-0.5507937793490109,0.2366769185861454,0.1610995257345684,-0.6285954491217276,0.046861803522526,0.076883307865761,0.0269291331315175,0.059813714105567,-0.076883307865761,-0.0269291331315174,-0.059813714105567,-163.68962870518854,-160.69669315407472,26.50231759066112,13.518023803956677,28.967278107914417,24.70402546445523,-0.0725753564918231,0.1772040180595772,-0.1898151150636194,-0.119627428211134
CAP000023,S001,SE01,leaning_backward,2,CAL_001,left,pilot,INCLUDE_3D_FULL,37.75,USABLE,0.4595711685636104,-0.8825153832969211,0.0998045052558548,0.4186284838300769,-0.5587459209754259,0.2671409457133747,0.1642508980603811,-0.6377601096369967,0.0725274286709448,0.0730220524247654,0.0304947038083283,0.062017529665082,-0.0730220524247654,-0.0304947038083284,-0.0620175296650822,-162.7442791383336,-157.334120600252,25.973085384521948,15.848371899622087,29.415682003097796,26.686058550571968,-0.0700296819363049,0.1681314776183815,-0.1946135170424299,-0.1240350593301642
CAP000024,S001,SE01,leaning_backward,2,CAL_001,left,pilot,INCLUDE_3D_FULL,35.36,USABLE,0.4753069683132743,-0.8750818405684346,0.0911869408424511,0.4291704010842194,-0.5489317549971956,0.2694484347918844,0.1719966554802231,-0.6320985366213779,0.0656812190890739,0.0728541277411625,0.0307226392933175,0.0625858724702924,-0.0728541277411625,-0.0307226392933175,-0.0625858724702924,-162.07943964959193,-157.13481137440806,26.97696621663641,15.84184333773849,30.23233518991081,27.45143338463646,-0.076377886098028,0.174723440031053,-0.2037672157028105,-0.1251717449405848
CAP000025,S001,SE01,leaning_backward,2,CAL_001,left,pilot,INCLUDE_3D_FULL,36.29,USABLE,0.4719261845093804,-0.8770375078016278,0.0899493539917195,0.4375990685314226,-0.560339074564453,0.2689910176244214,0.1761105262402418,-0.6439947153548876,0.0665374388950529,0.0746814376434336,0.0310031639333703,0.0637767311085634,-0.0746814376434336,-0.0310031639333703,-0.0637767311085634,-162.2594413757794,-157.45476505404724,27.002676982406683,15.567883861743136,30.14676476766656,27.863071136878304,-0.0778148742680176,0.1650713871235481,-0.2024535787293685,-0.1275534622171269
CAP000026,S001,SE01,leaning_left,3,CAL_001,left,pilot,INCLUDE_3D_FULL,30.25,USABLE,,,,0.745522351447992,-0.5675996722170468,0.3493236831229135,0.4632248128234831,-0.7689567242286394,0.0710260426040502,0.0823451848667925,0.067037161779135,0.0800894627435197,-0.0823451848667925,-0.067037161779135,-0.0800894627435199,-144.50051459344795,-140.8509869580334,42.12537857350954,17.458468541707223,43.75619514541496,,,,-0.2782976405188633,-0.1601789254870397
CAP000027,S001,SE01,leaning_left,3,CAL_001,left,pilot,INCLUDE_3D_FULL,33.61,USABLE,,,,0.7408973538070098,-0.578207491815543,0.3416829049427985,0.4557356287768736,-0.7709546674332988,0.0641658631550025,0.0833926727714449,0.0617060404528113,0.0800592125324,-0.0833926727714449,-0.0617060404528113,-0.0800592125324,-145.944361393948,-143.50057331884983,41.57127030785874,16.7420965830608,43.12399154012944,,,,-0.277517041787796,-0.1601184250648001
CAP000028,S001,SE01,leaning_left,3,CAL_001,left,pilot,INCLUDE_3D_FULL,28.05,USABLE,,,,0.7347228914937286,-0.5794081607561353,0.3528008729641795,0.4404839567655176,-0.77042964347458,0.0556398773144262,0.0859011768276849,0.0660560051036963,0.0844931807543219,-0.0859011768276849,-0.0660560051036963,-0.0844931807543219,-147.0081522413512,-142.44055395016986,41.04374919434344,16.83503077606594,42.66710490255923,,,,-0.2971609956497533,-0.1689863615086438
CAP000029,S001,SE01,leaning_left,3,CAL_001,left,pilot,INCLUDE_3D_FULL,29.52,USABLE,,,,0.7274663124244137,-0.5834835197310626,0.3610259637337402,0.4666719285381807,-0.8109202371971694,0.0433228268222213,0.0793331139644712,0.0690012423135732,0.0817503502148536,-0.0793331139644712,-0.0690012423135731,-0.0817503502148536,-138.9085748959494,-138.98436422197742,40.576058890623926,16.17108641657247,42.11806955151432,,,,-0.3177031369115188,-0.1635007004297072
CAP000030,S001,SE01,leaning_left,3,CAL_001,left,pilot,INCLUDE_3D_FULL,26.8,USABLE,,,,0.7293187861188338,-0.5967528042335102,0.3346344256850936,0.4376113805399486,-0.7764326936497703,0.0538228094900158,0.0862349610821736,0.0642500612131891,0.0841849572230367,-0.0862349610821736,-0.0642500612131891,-0.0841849572230369,-148.3686211936202,-143.31174652322105,40.35781376476768,15.795553673784816,41.84909015300157,,,,-0.2808116161950778,-0.1683699144460737
CAP000031,S001,SE01,leaning_right,4,CAL_001,left,pilot,INCLUDE_3D_FULL,18.89,USABLE,0.3937695203655731,-0.9151822849803496,-0.0859473681342989,0.3341557062959131,-0.630721289150196,0.0979215013348101,0.0657271554617391,-0.6333846922382097,-0.0919056037236938,0.0795848463813036,0.0025080358872449,0.0480133820328541,-0.0795848463813036,-0.0025080358872448,-0.0480133820328543,-179.43151818978174,-178.19497887962768,17.554064070600113,0.2726693378875633,17.555928424474487,22.2812298202272,-0.0889553169398571,0.193828089486747,-0.1898271050585039,-0.0960267640657084
CAP000032,S001,SE01,leaning_right,4,CAL_001,left,pilot,INCLUDE_3D_FULL,20.3,USABLE,0.4099358889485536,-0.90961636248872,-0.067458431976653,0.3499288702863775,-0.6181939008913307,0.0963607921818862,0.0724103731708591,-0.6633103220558831,-0.0741026481795567,0.0818552111924749,0.0128351301898424,0.0341596754409954,-0.0818552111924749,-0.0128351301898425,-0.0341596754409952,-170.76615818738787,-171.08842254187775,18.24042327752026,0.9950568013235088,18.264057900031258,22.972933786774774,-0.0785875039778177,0.1987662672199353,-0.170463440361443,-0.0683193508819907
CAP000033,S001,SE01,leaning_right,4,CAL_001,left,pilot,INCLUDE_3D_FULL,21.57,USABLE,0.3991248202299887,-0.9140440998752892,-0.0722686748152434,0.3449817924156743,-0.6080735301791425,0.1149690184093457,0.0715980913869835,-0.6448919974064053,-0.0428481128414449,0.0828566222065779,0.0138553808991328,0.0412325817608396,-0.0828566222065779,-0.0138553808991327,-0.0412325817608396,-172.3297343675206,-170.5067688159727,18.390683442692044,3.2943196545426834,18.64547190877337,25.4296346230698,-0.1083291275991937,0.1908348783286597,-0.1578171312507907,-0.0824651635216793
CAP000036,S001,SE01,slouching,5,CAL_001,left,pilot,INCLUDE_3D_FULL,29.73,USABLE,0.5805848440513194,-0.8128014486456546,-0.0476974206580412,0.5310254099644307,-0.5280297791986241,0.1768679165757616,0.2496888957861804,-0.6303400285240006,-0.0335171296166746,0.0807608173262049,0.0407113402750966,0.0621315924600341,-0.0807608173262049,-0.0407113402750967,-0.0621315924600341,-160.01580304396322,-153.2474332411082,33.9790536562851,7.054610575210149,34.4206549928693,27.93902280762488,-0.1193728141375847,0.1902276911760138,-0.2103850461924362,-0.1242631849200682
CAP000037,S001,SE01,slouching,5,CAL_001,left,pilot,INCLUDE_3D_FULL,30.18,USABLE,0.5876026459175233,-0.807038590374314,-0.0584109934632652,0.5266553531017941,-0.5201786766386687,0.1695463476644177,0.2463465644544936,-0.6201368378612397,-0.0398972789825128,0.081616170776852,0.0382586715421692,0.0665068404474973,-0.081616170776852,-0.0382586715421692,-0.0665068404474975,-160.37375706241116,-154.8845369084461,34.1327266613157,6.486434915262685,34.50279287702602,27.68398124834784,-0.1232355278042177,0.2011016871393794,-0.2094436266469306,-0.1330136808949949
CAP000038,S001,SE01,slouching,5,CAL_001,left,pilot,INCLUDE_3D_FULL,25.84,USABLE,0.5868387032894815,-0.8085616379169144,-0.0429931856302419,0.5438188160484803,-0.5171941733483476,0.1884878238273721,0.2647378963997993,-0.6191436699768705,-0.0233496088715552,0.0771832637256052,0.0421410321132627,0.0507928749411692,-0.0771832637256052,-0.0421410321132627,-0.0507928749411692,-159.93252733928267,-151.36604867919723,35.43360294400615,8.268620012435093,35.988461998541865,29.390345685720785,-0.1255622931081503,0.1825603470653417,-0.2118374326989273,-0.1015857498823385
CAP000039,S001,SE01,slouching,5,CAL_001,left,pilot,INCLUDE_3D_FULL,22.29,USABLE,0.6132736494460348,-0.7830027315623569,-0.1039334078197666,0.5673154964080698,-0.5171895584788192,0.1405904635696579,0.2666268353296102,-0.6330022544170749,-0.1028499210071553,0.0864871382894986,0.0447415486377528,0.0750364659848626,-0.0864871382894986,-0.0447415486377529,-0.0750364659848624,-158.9354019856746,-152.64655885838422,35.94385109894115,1.879337202730348,35.971709767072284,25.79387233652387,-0.122803679101018,0.1963024835771948,-0.2434403845768133,-0.150072931969725
CAP000040,S001,SE01,slouching,5,CAL_001,left,pilot,INCLUDE_3D_FULL,31.26,USABLE,0.5675937388824526,-0.821495230693691,-0.054616238692881,0.5116785893522777,-0.5170377482065788,0.1617190640021812,0.2573893386069495,-0.6260029519618162,-0.0185813834098006,0.0765191511614724,0.0400177672454546,0.0580767123562448,-0.0765191511614724,-0.0400177672454546,-0.0580767123562446,-156.80443689409915,-152.39146105066206,33.93370619872956,7.137729396698665,34.38697898784731,28.17968063024061,-0.1261850789890712,0.1830597749028389,-0.1803004474119818,-0.1161534247124895
CAP000048,S002,SE01,upright,0,CAL_001,left,pilot,INCLUDE_3D_FULL,29.68,USABLE,0.491057118289782,-0.8708651538609866,-0.0213726546693484,0.4613580329510322,-0.5580072914804061,0.2084486183460023,0.2086804580644942,-0.6472819313914012,0.0125101248589312,0.0683889605126516,0.0301183549053965,0.0526898604576609,-0.0683889605126516,-0.0301183549053966,-0.0526898604576608,-160.54094911875598,-156.23140789653178,29.07034393683875,10.388354319511867,30.34311065478492,32.14284401215245,-0.1318520262718152,0.1560378727820188,-0.195938493487071,-0.1053797209153217
CAP000049,S002,SE01,upright,0,CAL_001,left,pilot,INCLUDE_3D_FULL,28.53,USABLE,0.4920966503964371,-0.8701501469788326,-0.0260692995940215,0.4621181291066738,-0.5550381650775607,0.2046006200744267,0.2101003824838998,-0.6442967218275731,0.0036363637524106,0.0679172512534588,0.030411248351489,0.0539452236759104,-0.0679172512534588,-0.030411248351489,-0.0539452236759105,-160.4970926328745,-155.87863823010693,29.270314378251804,9.849901272444477,30.40311201046059,31.25373217424125,-0.1301877915074402,0.1559873946011502,-0.2009642563220161,-0.1078904473518209
CAP000050,S002,SE01,upright,0,CAL_001,left,pilot,INCLUDE_3D_FULL,28.92,USABLE,0.4905510644420238,-0.870918091291236,-0.0293484486204605,0.4579306942606799,-0.554026817504111,0.2007137235705705,0.2070287978027202,-0.641031113215299,0.0006581967887111,0.0677108994571174,0.0296112289465666,0.0540085860915028,-0.0677108994571174,-0.0296112289465666,-0.0540085860915028,-160.8751831186588,-156.3793513732278,29.092634017989788,9.564712211656246,30.172828351463696,30.770344169363145,-0.1300344088001014,0.1580713184103237,-0.2000555267818594,-0.1080171721830057
CAP000051,S002,SE01,upright,0,CAL_001,left,pilot,INCLUDE_3D_FULL,27.38,USABLE,0.496479023356156,-0.8677909929241231,-0.0211511694022357,0.4642851730530694,-0.5569536996301768,0.1995677016294784,0.218896441113412,-0.6533341842281921,0.0059409346054256,0.0662181375375774,0.0310962201593252,0.0529030964117252,-0.0662181375375774,-0.0310962201593252,-0.0529030964117251,-158.5567606229966,-154.84512044835424,29.443798229657244,9.636988347921168,30.51784840911704,30.54470098753006,-0.1239054875196878,0.1548882162729153,-0.1936267670240528,-0.1058061928234503
CAP000052,S002,SE01,upright,0,CAL_001,left,pilot,INCLUDE_3D_FULL,28.05,USABLE,0.4947487155654829,-0.8687173870559238,-0.0235331653849,0.4613435721370069,-0.5523481337032631,0.204117681953478,0.2137127450464498,-0.6454214557289503,0.0082579133338474,0.0666139134272833,0.0307488006859043,0.0524944635715554,-0.0666139134272833,-0.0307488006859042,-0.0524944635715553,-159.40101096468902,-155.22208165601333,29.405367412843347,10.054572157479084,30.575767288768635,31.348234394912083,-0.1297209630285628,0.1572205569737545,-0.1958597686196306,-0.1049889271431108
CAP000053,S002,SE01,leaning_forward,1,CAL_001,left,pilot,INCLUDE_3D_FULL,26.3,USABLE,0.5302330390800719,-0.842568928475653,-0.0945014552020292,0.5107764134188715,-0.5552588933782694,0.1601896234160474,0.2485968165080231,-0.6618563185133114,-0.058827489481099,0.0662518248999209,0.0402434670963009,0.0567982243453751,-0.0662518248999209,-0.0402434670963009,-0.0567982243453751,-157.8742409798455,-148.724172436088,31.960549138296138,4.760643399769208,32.18820017466979,31.60470706934424,-0.1451825221695034,0.1505464241166246,-0.2190171128971465,-0.1135964486907502
CAP000054,S002,SE01,leaning_forward,1,CAL_001,left,pilot,INCLUDE_3D_FULL,29.1,USABLE,0.524915563429619,-0.8465853289875207,-0.0880734466934115,0.5080356285437261,-0.5519790139468316,0.1747522505258205,0.23442869050634,-0.6354333210754263,-0.065475039547099,0.0643552096839329,0.0350780855203207,0.0572234244453317,-0.0643552096839329,-0.0350780855203208,-0.0572234244453317,-163.03749117169266,-151.40652971438973,32.01688813079758,5.258102818317699,32.293522447518704,30.21677856510799,-0.1427120521827722,0.1536834039045859,-0.2402272900729195,-0.1144468488906634
CAP000055,S002,SE01,leaning_forward,1,CAL_001,left,pilot,INCLUDE_3D_FULL,28.07,USABLE,0.5300547772521655,-0.8422626397023008,-0.0981609844789121,0.5203356454150054,-0.5599314769267792,0.1751170855731366,0.2386738050660623,-0.6405145116526672,-0.0760834379334475,0.065863489280119,0.0357416340697503,0.0596860967609004,-0.065863489280119,-0.0357416340697504,-0.0596860967609002,-164.03425284870792,-151.51298371971544,32.30405775713096,4.716072074936827,32.522895951095194,31.3797017982289,-0.1476778082987566,0.1505500520116316,-0.2512005235065842,-0.1193721935218006
CAP000056,S002,SE01,leaning_forward,1,CAL_001,left,pilot,INCLUDE_3D_FULL,28.76,USABLE,0.526949603591704,-0.8451721462795514,-0.0894883144760396,0.5144164969642778,-0.5557562645390961,0.1786996765040858,0.236861100241971,-0.6384973510513001,-0.0660146679042969,0.0650478312981413,0.0351724238112832,0.0578739111087261,-0.0650478312981413,-0.0351724238112833,-0.0578739111087263,-163.40033573479406,-151.59918714833066,32.17305781489664,5.3902425214307605,32.461011639897514,31.22807327655223,-0.145830818775934,0.1513108049885795,-0.2447143444083828,-0.1157478222174525
CAP000057,S002,SE01,leaning_forward,1,CAL_001,left,pilot,INCLUDE_3D_FULL,28.92,USABLE,0.5279814825858934,-0.8441845331849581,-0.0926716136564824,0.5146260001441353,-0.5546404353225051,0.1760075479804446,0.2378414113699941,-0.6361879278550107,-0.0670066719482255,0.0650493500209641,0.035214146355945,0.0576821694759687,-0.0650493500209641,-0.0352141463559451,-0.0576821694759687,-163.58374038135472,-151.57131857428726,32.28820646041491,5.229918638077765,32.55745661950056,31.23312599139598,-0.147172051672592,0.1517477768288286,-0.2430142199286701,-0.1153643389519375
